Name
"Govt. Dental College & Hospital, Jamnagar - [GDCH]"
"Jaipur Dental College, Jaipur"
"Swami Devi Dyal Hospital and Dental College, Panchkula - [SDDHDC]"
"Gandhi Dental College, Bhubaneswar"
"Mansarovar Dental College, Hospital and Research Centre"
"Dr. B.R. Ambedkar Institute of Dental Science & Hospital, Patna"
"Eklavya Dental College & Hospital, Jaipur - [EDCH]"
"Kanti Devi Dental College and Hospital, Mathura"
"Narsinhbhai Patel Dental College and Hospital, Visnagar"
"Pacific Dental College, Udaipur - [PDC]"
"The North Bengal Dental College, Darjeeling - [TNBDC]"
"BRS Dental College and General Hospital, Panchkula"
"Chhattisgarh Dental College and Research Institute -[CDCRI], Rajnandgaon"
"KMCT Dental College Manassery, Kozhikode"
"Chandra Dental College & Hospital, Barabanki"
"Bangalore Institute of Dental Sciences and Hospital and Post Graduate Research Centre, Bangalore"
"Manubhai Patel Dental College and Charitable Dental Hospital, Vadodara"
"HKE Society SNijalingappa Institute of Dental Science and Research, Gulbarga"
"Al Azhar Dental College, Thodupuzha"
"Sharda University, School of Dental Sciences - [SDS]"
"Government Dental College, Srinagar"
"Rishiraj College of Dental Sciences and Research Centre, Bhopal"
"Darshan Dental College and Hospital, Udaipur"
"Bhojia Dental College and Hospital, Baddi"
"Modern Dental College and Research Centre, Indore"
"SVS School of Dental Sciences, Mahabub Nagar"
"Sri Aurobindo College of Dentistry, Indore"
"Sri Sai College of Dental Surgery, Hyderabad"
"MA Rangoonwala College of Dental Sciences and Research Centre, Pune"
"KM Shah Dental College and Hospital, Vadodara"
"Hazaribag College of Dental Sciences and Hospital, Hazaribagh - [HCDSH]"
"Himachal Institute of Dental Sciences, Sirmaur"
"Narayana Dental College and Hospital, Nellore - [NDCH]"
"Sardar Patel Post Graduate Institute of Dental and Medical Sciences, Lucknow - [SPPGIDMS]"
"Rajasthan Dental College and Hospital, Jaipur - [RDCH]"
"Datta Meghe Institute of Medical Sciences, Wardha - [DMIMS]"
"Geetanjali University, Udaipur - [GU]"
"Dr. NTR University of Health Sciences, Vijayawada - [NTRUHS]"
"Ragas Dental College and Hospital, Chennai - [RDC]"
"Regional Institute of Medical Sciences, Imphal"
"Krishna Institute of Medical Sciences University, Satara - [KIMS]"
"Sree Balaji Dental College & Hospital, Chennai - [SBDCH]"
"Mahatma Gandhi Dental College & Hospital, Jaipur"
"Vidya Shikshan Prasarak Mandals VSPM Dental College, Nagpur - [VSPM]"
"Pariyaram Dental College, Kannur - [PDC]"
"Vydehi Institute of Medical Sciences and Research Centre, Bangalore - [VIMS]"
"Chettinad Dental College and Research Institute, Kanchipuram - [CDCRI]"
"Sinhgad Dental College and Hospital, Pune - [SDCH]"
"Melmaruvathur Adhiparasakthi Institute of Medical Sciences and Research, Kanchipuram - [MAPIMS]"
"PMS College of Dental Science and Research, Thiruvananthapuram - [PMS]"
"Sri Ramakrishna Dental College and Hospital, Coimbatore - [SRDCH]"
"Saraswati Dental College, Lucknow - [SDC]"
"Post Graduate Institute of Medical Education & Research, Chandigarh - [PGIMER]"
"Cochin Institute for Dental Technology, Kochi"
"AMC Dental College, Ahmedabad"
"Bharati Vidyapeeth Dental College and Hospital, Navi Mumbai"
"Swargiya Dadasaheb Kalmegh Smruti Dental College and Hospital, Nagpur"
"RKDF Dental College and Research Centre, Bhopal - [RDRC]"
"Tagore Dental College, Chennai"
"Terna Dental College, Navi Mumbai"
"Thai Moogambigai Dental College and Hospital, Chennai"
"University College of Medical Sciences, New Delhi - [UCMS]"
"Government Medical College and Hospital, Chandigarh - [GMCH]"
"Rajendra Institute of Medical Sciences, Ranchi - [RIMS]"
"Sri Ram Chandra Bhanja Medical College and Hospital, Cuttack - [SCBMCH]"
"Baba Farid University of Health Sciences, Faridkot - [BFUHS]"
"Maharashtra University of Health Sciences, Nashik - [MUHS]"
"Santosh University, Ghaziabad"
"Pandit Bhagwat Dayal Sharma University of Health Sciences, Rohtak"
"Sree Balaji Medical College and Hospital, Chennai - [SBMCH]"
"Gauhati Medical College and Hospital, Guwahati - [GMCH]"
"Indira Gandhi Institute of Medical Sciences, Patna - [IGIMS]"
"Sumandeep Vidyapeeth, Vadodara"
"Vivekananda College of Law, Bangalore"
"Rajiv Gandhi University of Health Sciences, Bangalore - [RGUHS]"
"Adesh Institute of Dental Sciences and Research, Bathinda"
"Bharati Vidyapeeth Deemed University, Dental College and Hospital"
"CSI College of Dental Sciences & Research, Madurai"
"Dr MR Ambedkar Dental College, Bangalore"
"Gian Sagar Dental College & Hospital, Patiala"
"Government Dental College, Kottayam"
"Indira Gandhi Institute of Dental Sciences, Pondicherry - [IGIDS]"
"JSS Dental College and Hospital, Mysore"
"Kothiwal Dental College and Research Centre, Moradabad - [KDCRC]"
"Luxmi Bai Institute of Dental Sciences and Hospital, Patiala"
"Maratha Mandal Nathajirao G. Halgekar Institute of Dental Sciences & Research Centre, Belgaum - [MMDC]"
"Meenakashi Ammal Dental College and Hospital, Maher University"
"Navodaya Dental College, Raichur"
"Priyadarshini Dental College and Hospital, Thiruvallur - [PDCH]"
"Sharavathi Dental College and Hospital, Shimoga - [SDCH]"
"Shree Bankey Bihari Dental College and Research Centre, Ghaziabad - [SBBDC]"
"Sri Siddhartha Dental College, Tumkur - [SSDC]"
"Asian Institute of Medical Sciences, Faridabad"
"ITM Institute of Health Sciences, Raigarh"
"Mata Gujari Institute of Para Medical Science, Panchkula"
"Pandit Deendayal Upadhyay Dental College, Solapur"
"UP Rural Institute of Medical Sciences & Research, Etawah"
"Thammineni Institute of Medical Science, Vijayawada - [TIMS]"
"Dr RG Bhoyar Institute of Technical Education, Wardha"
"Kerala University of Health Sciences, Thrissur - [KUHS]"
"All India Institute of Medical Sciences, Bhopal - [AIIMS]"
"All India Institute of Medical Sciences, Jodhpur - [AIIMS]"
"The Tamil Nadu Dr. M.G.R. Medical University, Chennai"
"West Bengal University of Health Sciences, Kolkata - [WBUHS]"
"Vananchal Educational & Welfare Trust, Garhwa"
"Yamuna Group Of Institutions, Yamuna Nagar - [YGI]"
"Government Dental College, Thiruvananthapuram"
"Indira Gandhi Institute of Dental Science, Kothamangalam - [IGIDS]"
"MES Dental College, Perinthalmanna"
"Vinayaka College and School of Nursing, Wayanad - [VCSN]"
"Govt. Dental College, Kozhikode"
"Adhiparasakthi Dental College And Hospital Melmaruvathur, Kanchipuram"
"K.S.R. Institute of Dental Science and Research, Tiruchengodu"
"Best Dental Science College, Madurai"
"Karpaga Vinayaga Institute of Dental Sciences, Maduranthakam - [KIDS]"
"Sree Mookambika Institute Of Dental Sciences Kulasekaram, Kanyakumari"
"RVS Dental College and Hospital, Kannampalayam"
"Rajas Dental College and Hospital, kavalkinaru"
"Madha Dental College and Hospital, Chennai"
"Sri Venkateswara Dental College And Hospital, Chennai"
"Vivekananda Dental College For Women, Elayampalayam"
"Mahe Institute of Dental Sciences & Hospital, Mahe - [MINDS]"
"Srinivas Institute of Dental Sciences, Mangalore - [SIDS]"
"Index institute of Dental Sciences, Indore - [IIDS]"
"Sri Ramachandra Dental College, Chennai"
"Sri Ramachandra Medical College, Chennai"
"Government Dental College & Hospital, Ahmedabad - [GDCH]"
"College of Dental Science & Research Centre, Ahmedabad - [CDSRC]"
"Vaidik Dental College and Research Centre, Daman"
"Vinayaka Missions Sankarachariyar Dental College, Salem - [VMSDC]"
"SRM Kattankulathur Dental College, Kanchipuram"
"A.C.P.M. Dental College, Dhule"
"Chettinad College of Dental & Research Institute, The Tamil Nadu Dr.MGR medical university"
"Sree Anjaneya Institute of Dental Sciences, Calicut"
"S.J.M Dental College and Hospital, Chitradurga - [SJMDCH]"
"Krishnadevaraya College of Dental Sciences, Bangalore - [KCDS]"
"P.M. Nadagouda Memorial Dental College & Hospital, Bagalkot"
"SB Patil Dental College & Hospital, Bidar"
"A.M.E's Dental College and Hospital, Raichur"
"KS Hegde Medical Academy, Mangalore - [KSHEMA]"
"Vijayanagar Institute of Medical Sciences, Bellary - [VIMS]"
"KLE VK Institute of Dental sciences, Belgaum"
"A.J. Institute of Dental Sciences, Mangalore"
"Al-Badar Dental College and Hospital, Gulbarga"
"K.V.G Dental College, Sullia"
"Rajarajeshwari Dental College and Hospital, Bangalore - [RRDCH]"
"Sri Rajiv Gandhi College of Dental Sciences, Bangalore"
"Mahatma Gandhi Post Graduate Institute of Dental Sciences, Pondicherry - [MGPGI]"
"Government College of Dentistry, Indore"
"CKS Dental College, Tirupati"
"Santosh Dental College, Ghaziabad"
"Manipal College of Dental Sciences, Manipal - [MCODS]"
"Meghna Institute Of Dental Sciences, Nizamabad - [MIDS]"
"Drs Sudha & Nageswara Rao Siddhartha Institute of Dental Sciences, Krishna"
"Faculty of Dental Sciences, M. S. Ramaiah University of Applied Sciences"
"SGT Dental College Hospital & Research Institute, Gurgaon"
"Rayat-Bahra Dental College & Hospital, Mohali - [RBDCH]"
"Maharashtra Institute of Dental Science and Research, Latur - [MIDSR]"
"Rama University, Faculty Of Dental Sciences"
"Babu Banarasi Das College of Dental Sciences, Lucknow - [BBDCODS]"
"KLE Institute of Dental Sciences, Bangalore"
"Rural Medical College, Kolhapur"
"Ranga Raya Medical College, Kakinada"
"Hi-tech Group of Institutions, Bhubaneswar"
"Govt. Dental College & Hospital, Patiala"
"Punjab Govt. Dental college and hospital, Amritsar - [GDC]"
"BPS Govt. Medical College for Women, Khanpur Kalan"
"Nair Hospital Dental College, Mumbai"
"Govt. Dental College & Hospital, Nagpur - [GDCH]"
"Government Dental College, Raipur - [GDC]"
"Burdwan Dental College & Hospital, Bardhaman"
"SMBT Dental College, Ahmed Nagar"
"V S Dental College & Hospital, Bangalore - [VSDC&H]"
"Pacific Medical University, Udaipur - [PMU]"
"Rajasthan University of Health Sciences, Jaipur - [RUHS]"
"Pacific Dental College and Research Center, Udaipur - [PDCRC]"
"Madhya Pradesh Medical Science University, Jabalpur - [MPMSU]"
"Malwanchal University, Indore"
"College of Dental Science & Hospital, Indore - [CDSH]"
"People's College of Dental Sciences & Research Center, Bhopal - [PCDS]"
"ESIC Dental College and Hospital, New Delhi"
"Faculty of Medical Sciences, University of Delhi"
"New Horizon Dental College & Research Institute, Bilaspur"
"Triveni Institue Of Dental Sciences, Hospital & Research Centre"
"Institute Of Dental Studies & Technology, Ghaziabad"
"Dental College, Azamgarh - [DCA]"
"Institute of Dental Sciences, Bhubaneswar - [IDS]"
"Sharad Pawar Dental College and Hospital, Wardha - [SPDC]"
"Yenepoya Dental College, Mangalore - [YDC]"
"Kannur Medical College, Kannur - [KMC] Anjarakandy"
"Uttar Pradesh University of Medical Sciences, Etawah - [UPUMS]"
"Rajah Muthiah Dental College & Hospital, Annamalai"
"Om Sai Para Medical College, Ambala"
"Hamstech Institute of Creative Education, Hyderabad"
"National Institute of Fashion Technology, Patna - [NIFT]"
"Pinnacle Institute of Fashion Technology, Ludhiana - [PIFT]"
"Inter National Institute of Fashion Design, New Delhi - [INIFD]"
"DSK International School of Design, Pune - [DSKISD]"
"Global Institute of Fashion Technology, Kolkata - [GIFT]"
"Gandhi Institute of Fashion and Textile, Ahmedabad - [GIFT]"
"Dhanvantari College of Engineering, Nashik"
"Birla Institute of Liberal Arts and Management Sciences [BILAMS], Kolkata"
"North East Institute of Fashion Technology, Guwahati - [NEIFT]"
"Jagannath Institute Of Management Sciences, New Delhi"
"International Institute of Fashion Technology, Ranchi - [IIFT]"
"Madras Institute of Fashion Technology, Chennai - [MFT]"
"Atharva College of Fashion and Arts, Mumbai - [ACFA]"
"Inter National Institute of Fashion Design, Chandigarh - [INIFD]"
"Raffles Design International, Mumbai - [RDI]"
"International School for Applied Technology, Ranchi - [ISAT]"
"Savvy College of Fashion Technology, Nagpur"
"International Institute of Fashion Design, Pune - [INIFD]"
"Deepshikha College of Fashion Technology, Jaipur"
"Unitedworld Institute of Design, Gandhi Nagar - [UID]"
"KIIT School of Fashion Technology, Bhubaneswar - [KSFT]"
"Vision Institute of Fashion Designing, Jaipur - [VIFD]"
"Indian Institute of Textile Training, Tiruppur - [IITT]"
"TDV. The Design Village, Noida"
"Mody University, College of Fashion Design And Merchandising -[CFDM]"
"Indian Institute of Information Technology Design and Manufacturing, Jabalpur - [IIITDM]"
"School of Fashion Technology, Pune - [SOFT]"
"Ambition Institute of Technology -[AIT], Varanasi"
"International College of Fashion, New Delhi - [ICF]"
"UPES, School of Design Studies - [SoDS]"
"AXIS Institute of Fashion Technology, Kanpur - [AIFT]"
"Sardar Vallabhbhai Patel International School of Textiles and Management, Coimbatore - [SVPISTM]"
"Pearl Academy, Noida"
"Raffles Millennium International, New Delhi - [RMI]"
"India International Trade Centre, Mumbai - [IITC]"
"National Institute of Fashion Technology, Jodhpur - [NIFT]"
"National Institute of Fashion Technology, Kolkata - [NIFT]"
"Indian Institute of Science, Bangalore - [IISc]"
"Janki Ji Institute of Management and Technology, Yamuna Nagar - [JIMT]"
"Jodhpur Institute of Engineering and Technology, Jodhpur - [JIET]"
"Dhirubhai Ambani Institute of Information and Communication Technology, Gandhi Nagar - [DA-IICT]"
"Indian Institute of Information Technology Design & Manufacturing, Chennai - [IIITDM]"
"DKTE Society's Textile and Engineering Institute, Kolhapur - [DKTE]"
"Nidt School of Architecture and Design Technology, Jaipur"
"Lakhotia Institute of Art and Design, Hyderabad"
"Aruna Institute of Fashion Technology, Bangalore - [AIFT]"
"Auxilium School of Interior Design, Chennai"
"Delhi Institute of Fashion and Technology, New Delhi - [DIFT]"
"Exterior Interior Ltd., New Delhi"
"Eyes Multidesign, Cochin"
"Garodia School of Professional Studies, Mumbai - [GSPS]"
"Gautam Banerjee's Academy of Jewellery Designing, Mumbai"
"Indian Diamond Institute, Surat - [IDI]"
"Indian Institute of Gem and Jewellery, Jaipur - [IIGJ]"
"Kalaprabodhini's Institute of Design, Kolhapur"
"Lemark Institute of Art, Thane"
"Orissa Institute of Interior & Fashion Technology, Jamshedpur - [OIIFT]"
"Queens School of Design, Mysore"
"Shree Devi College of Interior Design, Mangalore - [SDCID]"
"Singem Jewelry Education, Kolkata - [SJE]"
"St. Francis Institute of Art and Design, Mumbai - [SFIAD]"
"Academy of Fashion and Textile Technology, Chennai - [AFTT]"
"Apparel Training and Design Centre -[ATDC], Ludhiana"
"Army Institute of Fashion and Design, Bangalore - [AIFD]"
"DJ Academy of Design, Coimbatore - [DJAD]"
"Institute of Fashion Technology, Kollam - [IFTK]"
"Institute of Professional Studies and Research, New Delhi"
"Inter National Institute of Fashion Design, Ajmer - [INIFD]"
"Inter National Institute of Fashion Design, New Delhi - [INIFD] Hauz Khas"
"Inter National Institute of Fashion Design, New Delhi - [INIFD] Vikaspuri"
"Inter National Institute of Fashion Design, Hamirpur - [INIFD]"
"International Gemological institute, New Delhi - [IGI]"
"International Gemological institute, Chennai - [IGI]"
"Jewellery Design and Technology Institute, Noida - [JDTI]"
"Le Mark Institute Of Art, Mumbai"
"Mangalore Institute of Fashion Technology, Mangalore - [MIFT]"
"National Institute of Fashion Designing, Bhubaneswar - [NIFD]"
"NID PG Campus, Gandhi Nagar - [NIDPG]"
"Sheetal Fashion Institute, Thane - [SFI]"
"Sportking Institute of Fashion Technology, Ludhiana - [SIFT]"
"State Institute of Fashion Design, Rohtak - [SIFD]"
"Kukreja Institute of Management and Technology, Dehradun - [KIMT]"
"SURABI Catering and Fashion Designing College, Karur"
"Indian Institute of Digital Art and Animation, Kolkata - [IIDAA]"
"Agra College of Management and Technology, Firozabad - [ACMT]"
"Central Institute of Tool Design, Hyderabad - [CITD]"
"Synergy Institute of Management, Pune - [SIM]"
"Footwear Design and Development Institute, Jodhpur - [FDDI]"
"National Institute of Retail Management, Bangalore - [NIRM]"
"Vidyodaya Institute of Engineering and Technology, Kozhikode"
"Academy of Applied Arts North Campus, New Delhi - [AOAA]"
"Academy of Applied Arts South Campus, New Delhi - [AOAA]"
"Academy Of Applied Arts, Guwahati - [AOAA]"
"K.L.E's Institute of Fashion Technology and Apparel Design Women, Belgaum"
"Jaipur National University, School of Engineering and Technology"
"Sir M. Visvesvaraya Institute of Management Studies and Research, Mumbai - [SVIMS]"
"Maharishi University of Information Technology -[MUIT], Noida"
"Nirmala Niketan College of Home Science, Mumbai"
"Avantika University, Ujjain"
"ITM Vocational University, Vadodara - [ITMVU]"
"Suvidya Institute of Technology, Mumbai - [SIT]"
"Footwear Design & Development Institute, Noida - [FDDI]"
"Footwear Design & Development Institute, Amethi - [FDDI] Fursatganj"
"Inter National Institute of Fashion Design, Ahmedabad - [INIFD]"
"Anuradha Engineering College, Chikhli - [AEC]"
"Inter National Institute of Fashion Design, Guwahati - [INIFD]"
"Central Institute of plastics engineering & Technology, Ahmedabad - [CIPET]"
"School of Animation, Maharshi University Institute of Technology"
"National Institute of Learning and Academics, Gurgaon - [NILA]"
"Kalapurnam Institute, Ahmedabad"
"VIT University, Amaravathi - [VIT"
"Faculty of Engineering and Technology, GNA University"
"NMIMS School of Design, Mumbai"
"Artemesia College of Art and Design, Indore - [ACAD]"
"JD Institute of Fashion Technology, Hyderabad"
"Instituto Design Innovation Institute of Fashion & Interior Design, Hyderabad"
"NITTE School of Fashion Technology and Interior Design Bangalore, Bangalore - [NITTE] Yelahanka"
"Bangalore School Of Design, Bangalore - [BSD]"
"ImaginXP, Pune"
"London School of Trends, New Delhi - [LST]"
"Woxsen School of Arts and Design, Hyderabad"
"Indian Institute of Fashion Art, Ambala - [IIFA]"
"Design Solution Institute of Fashion Design, Indore - [DSIFD]"
"Indian Institute of Fashion Technology, Bangalore - [IIFT]"
"Hue N Rig Institute of Art & Design, Mumbai"
"Department of Design, Nirma University - [DODNU]"
"Sri Vinayaka Group of Institutions -[SVGI], Kolar"
"Pannache International School of Design, Mumbai - [INSD]"
"Sushant School of Design, Ansal University - [SSD]"
"U.P. Institute of Design, Noida - [UPID]"
"Inter National Institute of Fashion Design, Kolkata - [INIFD]"
"Bonfire Institute of Design, Hyderabad"
"Hyderabad Institute of Fashion Design, Hyderabad"
"International Institute of Fashion Design, Hyderabad - [INIFD]"
"International Institute of Fashion Design, Himayathnagar - [INFD]"
"CREO Valley School of Film and Television, Bangalore"
"Inter National Institute of Fashion Design, Panvel - [INIFD]"
"Prime Focus Academy of Media and Entertainment Studies Pvt. Ltd., Indore - [PFAMES]"
"JD Institute of Fashion Technology Begumpet, Hyderabad"
"Atharva School of Fashion & Arts, Mumbai - [ASFA]"
"Zee Institute of Creative Art, Jaipur - [ZICA]"
"Zee Institute of Creative Art, Noida - [ZICA]"
"International Institute of Fashion Design, Pune - [INIFD] Kothrud"
"Edu Brain Academy, New Delhi"
"Hues & Style Institute of Design and Management, Ghaziabad - [HSI]"
"Heights Institute of Fashion & Technology-[HIFT], Jaipur"
"Gemological Institute of America, Surat - [GIA]"
"Khyati School of Design, Ahmedabad"
"GLS University, GLS Institute of Design - [GLSID]"
"Godavariba School of Interior Design, Uka Tarsadia University -[GSID]"
"Jaymin School Of Fashion Design & Technology, Uka Tarsadia University - [JFDT]"
"Sir Bhavsinhji Polytechnic Institute, Bhavnagar"
"Amor Design Institute, Ahmedabad"
"Thakur polytechnic, Mumbai - [Tpoly]"
"BK Institute of Education and Technology, New Delhi - [BKIET]"
"Lala Ami Chand Monga Memorial College of Education, Ambala"
"Shree Gayatri College of Education, Ahmedabad"
"Doon Institute of Education, Dehradun"
"Christian College of Education, Kanyakumari"
"Government College of Education, Chandigarh"
"Sardar Chanan Singh Ghumman Memorial College of Education, Kurukshetra"
"Keyi Sahib Training College, Taliparamba - [KSTC]"
"BR College of Education, Kurukshetra"
"Vidyasagar Teachers' Training College, Midnapore"
"Shri Ravishankar Teacher's Training Institute, Bhopal"
"Dhanalakshmi Srinivasan College of Education, Perambalur"
"Dayanand Dinanath College, Kanpur - [DDC]"
"A.W.H College of Education, Calicut"
"Mansarovar College of Education, Bhopal"
"Geeta Adarsh College of Education, Kurukshetra - [GACE]"
"Al-Ameen College of Education, Bangalore"
"Amity Institute of Education, New Delhi - [AIE]"
"Sri Sai College of Education, Pathankot - [SSCE]"
"Mirza Ghalib Teacher's Training College, Patna - [MGTTC]"
"Nalini Devi Women's College Of Teacher Education, Bhubaneswar"
"SGS Tuli College of Education, Nagpur"
"Mula Society College of Education Sonai, Ahmed Nagar"
"Kapi College of Education [KAPI-COE], Madurai"
"Chembur Sarvankash Shikshan Shastra Mahavidyalaya, Mumbai - [CSSSM]"
"Arulmigu Meenakshi Amman College of Education, Uthiramerur - [AMACE]"
"Elizabeth College of Education, Perambalur"
"C.M.S College of Education, Coimbatore"
"Ghulam Ahmed College of Education, Hyderabad - [GACOE]"
"Gandhi Shikshan Bhavan's Smt Surajba College of Education, Mumbai"
"Lord Krishna College of Education, Ambala - [LKCOE]"
"Shadan College of Education, Hyderabad"
"Aishabai College of Education, Mumbai"
"Doon Valley College of Education, Dehradun - [DVCE]"
"Islamia Teachers Training College, Patna"
"St Alphonsa's College of Education, Hyderabad"
"Dr. SP Singh College of Teacher Education, Turkaulia"
"Government College of Teacher Education, Kozhikode - [GCTE]"
"Acharya College of Education, Bangalore - [ACE]"
"K.M.O College of Teacher Education Koduvally, Kozhikode"
"Thanthai Hans Roever college of Education, Perambalur"
"Seth Banarsi Dass College of Education, Kurukshetra"
"KMCT College of Teacher Education, Kozhikode - [KMCTCTE] Manassery"
"Kerala University College of Teacher Education, Pathanamthitta - [KUCTE] Adoor"
"Vinayaga College of Education, Chennai - [VCE]"
"Millennium College of Education, Bhopal - [MCE]"
"DMI College of Education, Chennai"
"Sadanlal Savaldas Khanna Girls Degree College, Allahabad"
"Mahe Co-Operative College of Teacher Education, Mahe - [MCCTE]"
"Maa Bala Sundri College of Education, Ambala"
"Bethesda Women Teacher's Training (B.Ed.) College, Ranchi - [BWTTC]"
"Moghal College of Education, Hyderabad - [MCE]"
"Radhika Adhyapak Mahavidyalaya, Nagpur"
"St Joseph College of Education, Tirunelveli"
"CICS College of Teacher Education, Kozhikode"
"K. J. Somaiya Comprehensive College of Education Training and Research, Mumbai - [KJSCCETR]"
"Victoria College of Education, Bhopal"
"RVS College of Education, Coimbatore"
"Siliguri B.Ed College, Kadamtala"
"Dakshin Guwahati BEd College, Guwahati"
"Shahjanand BEd College, Ahmedabad"
"Thanthai Hans Roever Teacher Training Institute, Perambalur"
"Sohan Lal DAV College of Education, Ambala"
"Amitha B.Ed. Teachers Training College, Bangalore"
"Dr. SNS College of Education, Coimbatore"
"Bhonwal School of Education, Lucknow"
"Vivekananda B.Ed College, Puttur"
"Dr. G.R. Damodaran College of Education, Coimbatore - [GRDCE]"
"Govt College of Teacher Education, Kangra - [GCTE]"
"Dr. N.G.P. College of Education, Coimbatore"
"Nagrik Shikshan Sanstha College of Education, Mumbai - [NSSCE]"
"St Xavier's College of Education, Patna"
"St Thomas College of Teacher Education Pala, Kottayam"
"Bishop Agniswamy College of Education, Kanyakumari"
"Global College of Education, Hyderabad"
"Vidhya Sagar Women's College of Education, Kanchipuram"
"Green Valley College of Education-[GVC], Bhopal"
"CSI Bishop Newbigin College of Education, Chennai"
"National College for Teacher Education Perumbavoor, Ernakulam"
"Guru Nanak College of Education, New Delhi - [GNCE]"
"Mata Shanti Devi Memorial College of Education for Women, Ambala"
"Shivalik College of Education, Ambala"
"Guru Nanak College of Education And Research, Mumbai - [GNCER]"
"J.D. National B.Ed. College, Ranchi"
"JK Jain Memorial College of Education, Bhopal"
"Geeta Bajaj Women Teacher Training Institute, Jaipur"
"Jyotiba Fule College of Education, Nagpur"
"Bangalore City College of Education, Bangalore"
"Shree Sadguru B. Ed. College, Ahmedabad"
"Sammilani Teachers Training College, Kolkata"
"Biyani Girls B.Ed College, Jaipur - [BGBC]"
"Central India College of Education, Nagpur"
"Malla Reddy College of Education, Hyderabad"
"Saifia College of Education, Bhopal"
"Rajasthan Shikshak Prashishan Vidyapeeth, Jaipur - [RSPV]"
"Vijaya Teachers College, Bangalore - [CTE]"
"Adarsha Comprehensive College of Education and Research, Pune - [ACCER]"
"Kameshwar College of Education, Ahmedabad"
"Shri Khanderai Pratishthan's MEd College, Pune"
"BIMT Group of Institutions, Meerut"
"Tirupati Institute of Professional Studies, Meerut - [TIPS]"
"Janhit College of Law, Greater Noida - [JCL]"
"Imperial College of Professional Studies, Indore"
"Aryabhatta B-School, Bhubaneswar"
"All India Institute of Speech and Hearing, Mysore - [AIISH]"
"SECT College of Professional Education, Bhopal"
"Master School of Management, Meerut - [MSM]"
"IES College of Education, Bhopal"
"Bansal Institute of Education, Meerut"
"Babu Banarasi Das Institute of Technology, Ghaziabad - [BBDIT]"
"Swami Vivekanand College of Science & Technology, Bhopal - [SVCST]"
"Vardey Devi Institute of Engineering and Technology, Jind"
"Shri Balasaheb Mane Shikshan Prasarak Mandal, Kolhapur - [SBMSPM]"
"Golden Valley Integrated Campus, Chittoor - [GVIC]"
"Madhira Institute of Technology & Science, Nalgonda - [MITS]"
"Durgapur Institute of Management and Science, Durgapur - [DIMS]"
"Amrapali Institute of Applied Sciences, Nainital - [AIAS]"
"Arcot Sri Mahalakshmi Women's College of Education, Vellore - [ASMWCOE]"
"Bahadur Chand Munjal College of Education, Ludhiana"
"Bhartiya College of Education, Udhampur"
"Chaudhary Dilip Singh Girls College, Bhind"
"City Public Degree College, Farrukhabad"
"DAV College of Education, Hoshiarpur"
"Dasmesh Girls College of Education, Muktsar"
"Gandhi Centenary B.T. College, North 24 Parganas"
"Gurukul Mahavidyalaya, Haridwar"
"Harsh Mahila Mahavidyalaya, Sultanpur"
"Holy Child BEd College, Malda"
"Indira Gandhi Institute of Physical Education and Sports Sciences, New Delhi - [IGIPESS]"
"Kisan Degree College, Gonda"
"Maa Durga College Mahavidhyalaya, Agra"
"Mahatma Gandhi Missions Junior College of Education, Aurangabad - [MGM]"
"N.S.S. Training College, Ottapalam"
"N.S.S. Training College, Changanacherry"
"Parameswar Mahavidyalaya, Namkhana"
"Patiala College of Education, Patiala"
"Prabharani Institute of Education, Murshidabad"
"Prof Gursewak Singh Punjab Government College of Physical Education, Patiala - [PGSPGCPE]"
"Rani Avantibai Lodhi Institute of Higher Education College, Firozabad"
"Rani Chandraprabha College, Fatehpur"
"Sunil Dhar Memorial B.P.Ed. College, Murshidabad"
"Sadguru Education Society\'s College of Physical & College of Education, Jalgaon"
"Savitribai Phule Mahila Mahavidyalaya, Satara"
"Shiv Mahesh Saikshik Sanstan, Sultanpur"
"Shri Jain Diwakar College, Indore - [SJDM]"
"Sri Karibandi Subbarao Memorial College of Education, Godavari"
"SARM College of Education Allagadda, Kurnool"
"DKT College of Education, Tiruppur"
"Sri Rengeswarar College of Education, Namakkal"
"Shine Abdur Razzaque Ansari Institute of Health Education and Research, Ranchi"
"Vivek College of Education, Bijnor"
"Kamla Nehru Institute of Management and Technology, Sultanpur"
"Dr. S.R. Chandrasekhar Institute of Speech and Hearing, Bangalore - [SRCISH]"
"Swami Vivekanand National Institute of Rehabilitation Training & Research, Cuttack - [SVNIRTAR]"
"Vidyadhiraja College of Physical Education and Research, Raigarh - [VCPER]"
"Vijyashree Educational Institute, Jabalpur - [VEI]"
"DNS College of Engineering and Technology, Jyotiba Phule Nagar"
"Ideal College of Education, Thane"
"Shri Sai Institute of Technology, Ratlam - [SSIT]"
"Adharshila College of Education, Meerut - [ACE]"
"Amar Bhartiya Mahavidyalaya, Gwalior"
"Madan Maharaj College, Bhopal - [MMC]"
"Amity Institute of Behavioural and Applied Science, Noida - [AIBAS]"
"DM College of Science, Imphal"
"Deoband College of Higher Education, Saharanpur"
"Dhampur Degree College, Bijnor"
"Sri Jagdamba Degree College, Agra"
"St. Mary's Women's College for Teacher Education, Tiruvalla"
"Aster College of Education, Greater Noida"
"Budha College of Education, Karnal"
"Innovative Institute of Advanced Studies, Indore - [IIAS]"
"MD College, Agra"
